Series Code,Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,total_expenditure_sum,continent
ST.INT.XPND.CD,Afghanistan,AFG,,,,,,,,,38000000.00,70000000.00,106000000.00,255000000.00,110000000.00,138000000.00,140000000.00,151000000.00,89000000.00,130000000.00,226000000.00,168000000.00,49000000.00,1670000000.00,Asia
ST.INT.XPND.CD,Albania,ALB,290000000.00,269000000.00,386000000.00,507000000.00,669000000.00,808000000.00,989000000.00,1331000000.00,1644000000.00,1692000000.00,1452000000.00,1677000000.00,1374000000.00,1567000000.00,1689000000.00,1311000000.00,1338000000.00,1473000000.00,1750000000.00,1852000000.00,805000000.00,24873000000.00,Europe
ST.INT.XPND.CD,Algeria,DZA,,,,,,660000000.00,414000000.00,502000000.00,613000000.00,574000000.00,716000000.00,595000000.00,598000000.00,531000000.00,679000000.00,762000000.00,556000000.00,632000000.00,542000000.00,670000000.00,272000000.00,9316000000.00,Africa
ST.INT.XPND.CD,American Samoa,ASM,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,Andorra,AND,,,,,,,,,,,,,,,,,,,,187000000.00,,187000000.00,Europe
ST.INT.XPND.CD,Angola,AGO,146000000.00,80000000.00,52000000.00,49000000.00,86000000.00,135000000.00,393000000.00,473000000.00,447000000.00,270000000.00,275000000.00,323000000.00,288000000.00,316000000.00,505000000.00,389000000.00,823000000.00,1216000000.00,762000000.00,717000000.00,691000000.00,8436000000.00,Africa
ST.INT.XPND.CD,Antigua and Barbuda,ATG,,,,,,,,,,,,,,,89000000.00,95000000.00,101000000.00,106000000.00,111000000.00,119000000.00,35000000.00,656000000.00,North America
ST.INT.XPND.CD,Argentina,ARG,5460000000.00,4888000000.00,2744000000.00,2997000000.00,3208000000.00,3554000000.00,4047000000.00,5077000000.00,5987000000.00,5808000000.00,6448000000.00,7602000000.00,8466000000.00,8421000000.00,7837000000.00,9348000000.00,12273000000.00,14180000000.00,13084000000.00,9845000000.00,2746000000.00,144000000000.00,South America
ST.INT.XPND.CD,Armenia,ARM,56000000.00,59000000.00,85000000.00,97000000.00,199000000.00,255000000.00,300000000.00,430000000.00,494000000.00,496000000.00,641000000.00,756000000.00,874000000.00,1007000000.00,1101000000.00,1057000000.00,1033000000.00,1218000000.00,1335000000.00,1543000000.00,330000000.00,13366000000.00,Europe
ST.INT.XPND.CD,Aruba,ABW,163000000.00,156000000.00,172000000.00,213000000.00,248000000.00,250000000.00,241000000.00,270000000.00,272000000.00,264000000.00,261000000.00,287000000.00,294000000.00,342000000.00,350000000.00,357000000.00,319000000.00,349000000.00,394000000.00,399000000.00,310000000.00,5911000000.00,Null
ST.INT.XPND.CD,Australia,AUS,9065000000.00,8184000000.00,8640000000.00,10434000000.00,14702000000.00,16153000000.00,17293000000.00,22052000000.00,25557000000.00,22680000000.00,27851000000.00,33967000000.00,35226000000.00,35197000000.00,35666000000.00,34071000000.00,35718000000.00,39710000000.00,42439000000.00,41345000000.00,7654000000.00,524000000000.00,Oceania
ST.INT.XPND.CD,Austria,AUT,7001000000.00,7408000000.00,7743000000.00,9761000000.00,10812000000.00,11077000000.00,,,,,,,,,,11337000000.00,11634000000.00,12878000000.00,14109000000.00,13922000000.00,5551000000.00,123000000000.00,Europe
ST.INT.XPND.CD,Azerbaijan,AZE,138000000.00,119000000.00,110000000.00,120000000.00,140000000.00,188000000.00,256000000.00,381000000.00,456000000.00,488000000.00,856000000.00,1778000000.00,2617000000.00,3032000000.00,3163000000.00,2743000000.00,2593000000.00,2803000000.00,2453000000.00,1839000000.00,439000000.00,26712000000.00,Europe
ST.INT.XPND.CD,"Bahamas, The",BHS,348000000.00,342000000.00,338000000.00,404000000.00,469000000.00,528000000.00,541000000.00,538000000.00,460000000.00,386000000.00,369000000.00,347000000.00,384000000.00,362000000.00,328000000.00,347000000.00,440000000.00,554000000.00,519000000.00,514000000.00,166000000.00,8684000000.00,Null
ST.INT.XPND.CD,Bahrain,BHR,425000000.00,423000000.00,550000000.00,492000000.00,528000000.00,574000000.00,639000000.00,671000000.00,704000000.00,597000000.00,684000000.00,899000000.00,975000000.00,1001000000.00,758000000.00,4939000000.00,3267000000.00,3178000000.00,2522000000.00,2637000000.00,,26463000000.00,Asia
ST.INT.XPND.CD,Bangladesh,BGD,471000000.00,341000000.00,309000000.00,389000000.00,442000000.00,371000000.00,481000000.00,530000000.00,735000000.00,651000000.00,835000000.00,819000000.00,889000000.00,1308000000.00,782000000.00,827000000.00,843000000.00,1127000000.00,1207000000.00,1389000000.00,659000000.00,15405000000.00,Asia
ST.INT.XPND.CD,Barbados,BRB,141000000.00,149000000.00,146000000.00,153000000.00,163000000.00,158000000.00,166000000.00,177000000.00,154000000.00,128000000.00,145000000.00,114000000.00,100000000.00,102000000.00,115000000.00,119000000.00,99000000.00,,,,,2329000000.00,North America
ST.INT.XPND.CD,Belarus,BLR,247000000.00,486000000.00,527000000.00,436000000.00,500000000.00,516000000.00,675000000.00,724000000.00,860000000.00,752000000.00,748000000.00,729000000.00,948000000.00,1333000000.00,1308000000.00,997000000.00,891000000.00,1082000000.00,1170000000.00,1224500000.00,477000000.00,16630500000.00,Europe
ST.INT.XPND.CD,Belgium,BEL,,10878000000.00,11270000000.00,13402000000.00,15456000000.00,16771000000.00,17891000000.00,19211000000.00,,20813000000.00,20884000000.00,22836000000.00,22357000000.00,24507000000.00,26444000000.00,15856000000.00,16522000000.00,17835000000.00,20789000000.00,20998000000.00,13928000000.00,349000000000.00,Europe
ST.INT.XPND.CD,Belize,BLZ,44000000.00,45000000.00,48000000.00,50000000.00,47000000.00,45000000.00,43000000.00,46000000.00,44000000.00,43000000.00,39000000.00,37000000.00,39000000.00,42000000.00,51000000.00,50000000.00,55000000.00,53000000.00,50000000.00,45400001.53,22040000.92,938440002.40,North America
ST.INT.XPND.CD,Benin,BEN,50000000.00,48000000.00,49000000.00,53000000.00,59000000.00,58000000.00,71000000.00,107000000.00,102000000.00,88000000.00,91000000.00,81000000.00,96000000.00,39500000.00,54200000.76,141000000.00,87000000.00,148000000.00,76000000.00,130000000.00,,1628700001.00,Africa
ST.INT.XPND.CD,Bermuda,BMU,,,,,,,394000000.00,453000000.00,459000000.00,407000000.00,417000000.00,326000000.00,327000000.00,322000000.00,378000000.00,363000000.00,373000000.00,369000000.00,334000000.00,342000000.00,212000000.00,5476000000.00,Null
ST.INT.XPND.CD,Bhutan,BTN,,,,,,,,,65000000.00,34000000.00,43000000.00,58000000.00,69000000.00,67000000.00,42599998.47,44000000.00,52000000.00,63000000.00,79000000.00,67000000.00,50000000.00,733599998.50,Asia
ST.INT.XPND.CD,Bolivia,BOL,116000000.00,114000000.00,114000000.00,197000000.00,232000000.00,257000000.00,360000000.00,385000000.00,381000000.00,388000000.00,421000000.00,410000000.00,502000000.00,660000000.00,953000000.00,849000000.00,960000000.00,997000000.00,1009000000.00,1111000000.00,325000000.00,10741000000.00,South America
ST.INT.XPND.CD,Bosnia and Herz.,BIH,92000000.00,96000000.00,112000000.00,145000000.00,162000000.00,158000000.00,210000000.00,264000000.00,345000000.00,285000000.00,247000000.00,214000000.00,196000000.00,198000000.00,205000000.00,278000000.00,290000000.00,346000000.00,378000000.00,393000000.00,163000000.00,4777000000.00,Europe
ST.INT.XPND.CD,Botswana,BWA,209000000.00,215000000.00,197000000.00,235000000.00,280000000.00,283000000.00,280000000.00,282299987.80,229699996.90,232399993.90,298500000.00,316480011.00,332000000.00,262200012.20,277000000.00,256399993.90,237100006.10,253300003.10,278299987.80,294700012.20,91800003.05,5341180008.00,Africa
ST.INT.XPND.CD,Brazil,BRA,4548000000.00,3765000000.00,2929000000.00,2874000000.00,3752000000.00,5905000000.00,7501000000.00,10434000000.00,13269000000.00,12897000000.00,18883000000.00,24608000000.00,26008000000.00,29286000000.00,29998000000.00,20356000000.00,17068000000.00,22991000000.00,22229000000.00,21178000000.00,6490000000.00,307000000000.00,South America
ST.INT.XPND.CD,British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,Brunei,BRN,,456000000.00,398000000.00,469000000.00,382000000.00,374000000.00,408000000.00,430000000.00,459000000.00,477000000.00,,,591000000.00,624000000.00,616000000.00,459000000.00,499000000.00,504000000.00,585000000.00,,,7731000000.00,Asia
ST.INT.XPND.CD,Bulgaria,BGR,764000000.00,836000000.00,1018000000.00,1467000000.00,1935000000.00,1858000000.00,2099000000.00,2142000000.00,2602000000.00,1955000000.00,975000000.00,1063000000.00,1096000000.00,1342000000.00,1459000000.00,1346000000.00,1636000000.00,2047000000.00,2247000000.00,2196000000.00,1263000000.00,33346000000.00,Europe
ST.INT.XPND.CD,Burkina Faso,BFA,30000000.00,35000000.00,36000000.00,50000000.00,67000000.00,74000000.00,84000000.00,93000000.00,110000000.00,111000000.00,110000000.00,129000000.00,146000000.00,215000000.00,176000000.00,160000000.00,176000000.00,182000000.00,191000000.00,185199996.90,,2360199997.00,Null
ST.INT.XPND.CD,Burundi,BDI,,,,,29000000.00,62000000.00,126000000.00,106000000.00,151000000.00,71000000.00,35000000.00,49000000.00,,,,,,,,,,629000000.00,Africa
ST.INT.XPND.CD,Cabo Verde,CPV,41000000.00,55000000.00,63000000.00,89000000.00,93000000.00,82000000.00,106000000.00,123000000.00,143000000.00,145000000.00,138000000.00,142000000.00,135000000.00,127000000.00,115000000.00,109000000.00,79000000.00,100000000.00,112000000.00,107000000.00,59000000.00,2163000000.00,Null
ST.INT.XPND.CD,Cambodia,KHM,52000000.00,59000000.00,64000000.00,60000000.00,80000000.00,137000000.00,176000000.00,194000000.00,180000000.00,163000000.00,131000000.00,344000000.00,406000000.00,469000000.00,527000000.00,641000000.00,762000000.00,919000000.00,1080000000.00,1162000000.00,213000000.00,7819000000.00,Asia
ST.INT.XPND.CD,Cameroon,CMR,241000000.00,199000000.00,205000000.00,272000000.00,394000000.00,480000000.00,521000000.00,466000000.00,563000000.00,476000000.00,265000000.00,622000000.00,668000000.00,795000000.00,830000000.00,742000000.00,818000000.00,845000000.00,915000000.00,984000000.00,697000000.00,11998000000.00,Africa
ST.INT.XPND.CD,Canada,CAN,15125000000.00,14634000000.00,14257000000.00,16309000000.00,19267000000.00,22746000000.00,26068000000.00,31101000000.00,33843000000.00,30225000000.00,37225000000.00,41247000000.00,,,,,,,,,,302000000000.00,North America
ST.INT.XPND.CD,Cayman Islands,CYM,,,,,,,164000000.00,132000000.00,130000000.00,120000000.00,129000000.00,145000000.00,183000000.00,192000000.00,168000000.00,191000000.00,194000000.00,271000000.00,284000000.00,299000000.00,,2602000000.00,Null
ST.INT.XPND.CD,Central African Republic,CAF,33000000.00,29000000.00,29000000.00,31000000.00,32000000.00,46000000.00,47000000.00,54000000.00,56000000.00,61000000.00,67000000.00,68000000.00,69000000.00,69800003.05,,,,,,,,691800003.10,Africa
ST.INT.XPND.CD,Chad,TCD,56000000.00,56000000.00,80000000.00,,,,,,,,,,,,,,,,,,,192000000.00,Africa
ST.INT.XPND.CD,Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,Chile,CHL,904000000.00,939000000.00,932000000.00,1109000000.00,1251000000.00,1114000000.00,1238000000.00,1408000000.00,1386000000.00,1511000000.00,1736000000.00,2085000000.00,2400000000.00,2499000000.00,2707000000.00,2518000000.00,2733000000.00,3093000000.00,3124000000.00,3142000000.00,720000000.00,38549000000.00,South America
ST.INT.XPND.CD,China,CHN,14169000000.00,14992000000.00,16759000000.00,16716000000.00,21360000000.00,,,,,,,,,,,,,,,,,83996000000.00,Asia
ST.INT.XPND.CD,Colombia,COL,1452000000.00,1556000000.00,1355000000.00,1349000000.00,1543000000.00,1934000000.00,2171000000.00,2501000000.00,2819000000.00,2841000000.00,3228000000.00,3689000000.00,4461000000.00,4592000000.00,5299000000.00,4890000000.00,4891000000.00,5136000000.00,5531000000.00,5658000000.00,1576000000.00,68472000000.00,South America
ST.INT.XPND.CD,Comoros,COM,,,,7900000.10,9399999.62,19100000.38,23600000.38,28299999.24,31100000.38,30000000.00,33200000.76,37400001.53,36299999.24,,40000000.00,34000000.00,38000000.00,42000000.00,48000000.00,53000000.00,43000000.00,554300001.60,Africa
ST.INT.XPND.CD,Dem. Rep. Congo,COD,,,,,,54000000.00,93000000.00,109000000.00,127000000.00,121000000.00,150000000.00,298000000.00,108000000.00,170000000.00,283000000.00,127000000.00,60000000.00,68000000.00,115000000.00,,,1883000000.00,Null
ST.INT.XPND.CD,Congo,COG,59000000.00,82000000.00,85000000.00,118000000.00,176000000.00,,,157000000.00,217000000.00,549000000.00,312000000.00,327000000.00,308000000.00,360000000.00,435000000.00,557000000.00,457000000.00,,,,,4199000000.00,Africa
ST.INT.XPND.CD,Costa Rica,CRI,545000000.00,430000000.00,427000000.00,484000000.00,530000000.00,591000000.00,647000000.00,825000000.00,753000000.00,500000000.00,629000000.00,620000000.00,647000000.00,649000000.00,657000000.00,898000000.00,1055000000.00,1322000000.00,1198000000.00,1330000000.00,697000000.00,15434000000.00,North America
ST.INT.XPND.CD,Côte d'Ivoire,CIV,291000000.00,289000000.00,490000000.00,551000000.00,571000000.00,549000000.00,583000000.00,606000000.00,612000000.00,589000000.00,569000000.00,580000000.00,560000000.00,583000000.00,625000000.00,560000000.00,491000000.00,564000000.00,625000000.00,702000000.00,315000000.00,11305000000.00,Null
ST.INT.XPND.CD,Croatia,HRV,634000000.00,677000000.00,852000000.00,709000000.00,881000000.00,786000000.00,770000000.00,1025000000.00,1167000000.00,1042000000.00,861000000.00,918000000.00,962000000.00,923000000.00,865000000.00,770000000.00,954000000.00,1410000000.00,1741000000.00,1811000000.00,789687194.80,20547687195.00,Europe
ST.INT.XPND.CD,Cuba,CUB,,,,,,,,,,,,,,,,,,,,,,0.00,North America
ST.INT.XPND.CD,Curacao,CUW,,,137000000.00,176000000.00,195000000.00,164000000.00,191000000.00,223000000.00,229000000.00,258000000.00,282000000.00,321000000.00,357000000.00,377000000.00,383000000.00,419000000.00,428000000.00,447000000.00,452000000.00,411000000.00,127000000.00,5577000000.00,Null
ST.INT.XPND.CD,Cyprus,CYP,543000000.00,568000000.00,582000000.00,700293945.30,906639831.50,1001000000.00,1031161133.00,1553829346.00,1968000000.00,1742000000.00,1320000000.00,1366000000.00,1318000000.00,1254000000.00,1343000000.00,1453000000.00,1559318481.00,1378000000.00,1569000000.00,1596000000.00,880000000.00,25632242737.00,Europe
ST.INT.XPND.CD,Czechia,CZE,,,1797000000.00,2177000000.00,2682000000.00,2603000000.00,2874000000.00,3895000000.00,5029000000.00,4336000000.00,4354000000.00,4876000000.00,4556000000.00,4698000000.00,5173000000.00,4819000000.00,4962000000.00,5533000000.00,6074000000.00,6034000000.00,3495000000.00,79967000000.00,Europe
ST.INT.XPND.CD,Denmark,DNK,4669000000.00,4861000000.00,5838000000.00,6659000000.00,7279000000.00,6850000000.00,7486000000.00,8830000000.00,9698000000.00,8968000000.00,9082000000.00,9840000000.00,9600000000.00,10072000000.00,10443000000.00,8918000000.00,9174000000.00,9804000000.00,10485000000.00,,,159000000000.00,Europe
ST.INT.XPND.CD,Djibouti,DJI,14800000.19,12899999.62,7699999.81,9899999.62,14000000.00,14399999.62,15000000.00,14199999.81,15500000.00,17500000.00,20500000.00,33500000.00,29600000.38,,,,,,,,,219499999.00,Africa
ST.INT.XPND.CD,Dominica,DMA,,,,,,,,,,,,,,,39000000.00,34000000.00,33000000.00,28000000.00,28000000.00,31000000.00,9000000.00,202000000.00,North America
ST.INT.XPND.CD,Dominican Rep.,DOM,440000000.00,425000000.00,429000000.00,408000000.00,448000000.00,511000000.00,495000000.00,531000000.00,532000000.00,523000000.00,662000000.00,689000000.00,690000000.00,679000000.00,717000000.00,803000000.00,882000000.00,940000000.00,1006000000.00,1060000000.00,444000000.00,13314000000.00,Null
ST.INT.XPND.CD,Ecuador,ECU,416000000.00,465000000.00,507000000.00,500000000.00,577000000.00,644000000.00,706000000.00,733000000.00,790000000.00,806000000.00,863000000.00,917000000.00,944000000.00,989000000.00,990000000.00,994000000.00,1454000000.00,1463000000.00,1523000000.00,1650000000.00,533000000.00,18464000000.00,South America
ST.INT.XPND.CD,Egypt,EGY,1206000000.00,1248000000.00,1309000000.00,1465000000.00,1543000000.00,1932000000.00,2156000000.00,2886000000.00,3390000000.00,2941000000.00,2696000000.00,2575000000.00,3037000000.00,3261000000.00,3486000000.00,3636000000.00,4351000000.00,2419000000.00,2897000000.00,3718000000.00,2578000000.00,54730000000.00,Africa
ST.INT.XPND.CD,El Salvador,SLV,219000000.00,247000000.00,266000000.00,311000000.00,373000000.00,288000000.00,307000000.00,363000000.00,326000000.00,253000000.00,280000000.00,244000000.00,287000000.00,270000000.00,277000000.00,332000000.00,451000000.00,466000000.00,490000000.00,504000000.00,162000000.00,6716000000.00,North America
ST.INT.XPND.CD,Equatorial Guinea,GNQ,19000000.00,30000000.00,,,,,,,,,,,,,,,,,,,,49000000.00,Africa
ST.INT.XPND.CD,Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,0.00,Africa
ST.INT.XPND.CD,Estonia,EST,253000000.00,253000000.00,305000000.00,404000000.00,486000000.00,530000000.00,706000000.00,804000000.00,939000000.00,,,,,1236000000.00,1346000000.00,1169000000.00,1299000000.00,1395000000.00,1647000000.00,1808000000.00,676000000.00,15256000000.00,Europe
ST.INT.XPND.CD,Eswatini,SWZ,32000000.00,31000000.00,,23000000.00,54000000.00,60000000.00,54000000.00,63000000.00,59000000.00,98000000.00,87000000.00,35000000.00,53000000.00,48000000.00,62000000.00,64000000.00,33000000.00,74000000.00,43000000.00,33000000.00,36400001.53,1042400002.00,Null
ST.INT.XPND.CD,Ethiopia,ETH,80000000.00,50000000.00,55000000.00,63000000.00,59000000.00,,,,,139000000.00,,,,,,,461000000.00,363500000.00,612700012.20,661000000.00,322500000.00,2866700012.00,Africa
ST.INT.XPND.CD,Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,Fiji,FJI,96000000.00,84000000.00,79000000.00,88000000.00,118000000.00,132000000.00,113000000.00,106000000.00,108000000.00,108000000.00,102000000.00,116000000.00,110000000.00,105000000.00,99000000.00,115000000.00,119000000.00,138000000.00,160000000.00,174000000.00,77000000.00,2347000000.00,Oceania
ST.INT.XPND.CD,Finland,FIN,2293000000.00,2442000000.00,2440000000.00,2956000000.00,3385000000.00,3620000000.00,4099000000.00,4812000000.00,5577000000.00,5236000000.00,5268000000.00,6013000000.00,5841000000.00,6387000000.00,6326000000.00,5786000000.00,6199000000.00,6740000000.00,7223000000.00,6841000000.00,1940000000.00,101000000000.00,Europe
ST.INT.XPND.CD,France,FRA,29016000000.00,28781000000.00,30270000000.00,35807000000.00,36362000000.00,38633000000.00,39319000000.00,46042000000.00,50373000000.00,45087000000.00,46695000000.00,55509000000.00,50068000000.00,52444000000.00,58464000000.00,47713000000.00,49029000000.00,53787000000.00,59131000000.00,59751000000.00,31193000000.00,943000000000.00,Europe
ST.INT.XPND.CD,French Polynesia,PYF,,,264000000.00,335000000.00,425000000.00,430000000.00,,,388000000.00,339000000.00,335000000.00,327000000.00,300000000.00,293000000.00,312000000.00,277000000.00,226000000.00,,,,,4251000000.00,Null
ST.INT.XPND.CD,Gabon,GAB,183000000.00,256000000.00,234000000.00,239000000.00,275000000.00,346000000.00,,328000000.00,490000000.00,476000000.00,560000000.00,658000000.00,441000000.00,404000000.00,509000000.00,346000000.00,,,,,,5745000000.00,Africa
ST.INT.XPND.CD,Gambia,GMB,,,,8000000.00,6000000.00,7000000.00,8000000.00,13000000.00,12000000.00,12000000.00,14000000.00,16000000.00,13000000.00,10399999.62,55400001.53,5400000.10,7199999.81,8500000.00,10399999.62,10000000.00,5199999.81,221500000.50,Africa
ST.INT.XPND.CD,Georgia,GEO,129000000.00,136000000.00,189000000.00,170000000.00,196000000.00,237000000.00,257000000.00,277000000.00,337000000.00,311000000.00,329000000.00,384000000.00,471000000.00,537000000.00,563000000.00,609000000.00,706000000.00,853000000.00,960000000.00,1124000000.00,292000000.00,9067000000.00,Europe
ST.INT.XPND.CD,Germany,DEU,57607000000.00,56437000000.00,59550000000.00,72839000000.00,80321000000.00,84513000000.00,85717000000.00,96170000000.00,106000000000.00,92899000000.00,90866000000.00,99909000000.00,96196000000.00,103000000000.00,102000000000.00,85334000000.00,87412000000.00,97163000000.00,104000000000.00,101000000000.00,,1760000000000.00,Europe
ST.INT.XPND.CD,Ghana,GHA,162000000.00,165000000.00,184000000.00,216000000.00,270000000.00,472000000.00,575000000.00,816000000.00,870000000.00,948000000.00,882000000.00,1026000000.00,976000000.00,982000000.00,947000000.00,1405000000.00,1571000000.00,1581000000.00,1329000000.00,1380000000.00,946000000.00,17703000000.00,Africa
ST.INT.XPND.CD,Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,Greece,GRC,4564000000.00,4190000000.00,2456000000.00,2441000000.00,2882000000.00,3044000000.00,3005000000.00,3430000000.00,3946000000.00,4122000000.00,3400000000.00,3809000000.00,3005000000.00,3768000000.00,4003000000.00,3535000000.00,3412000000.00,3306000000.00,3910000000.00,4211000000.00,1500000000.00,71939000000.00,Europe
ST.INT.XPND.CD,Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,Grenada,GRD,,,,,,,,,,,,,,,34000000.00,40000000.00,40000000.00,38000000.00,42000000.00,48000000.00,12000000.00,254000000.00,North America
ST.INT.XPND.CD,Guam,GUM,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,Guatemala,GTM,216000000.00,266000000.00,329000000.00,373000000.00,488000000.00,532000000.00,655000000.00,737000000.00,821000000.00,751000000.00,843000000.00,883000000.00,926000000.00,995000000.00,1029000000.00,1020000000.00,1032000000.00,1066000000.00,1105000000.00,1128000000.00,346000000.00,15541000000.00,North America
ST.INT.XPND.CD,Guinea,GIN,13000000.00,26000000.00,38000000.00,36000000.00,29000000.00,38000000.00,41000000.00,96000000.00,30000000.00,28000000.00,16000000.00,49200000.76,41700000.76,60500000.00,28799999.24,38000000.00,16299999.24,102400001.50,411700012.20,419500000.00,1075099976.00,2634199989.00,Africa
ST.INT.XPND.CD,Guinea-Bissau,GNB,,5500000.00,10199999.81,21299999.24,22299999.24,18899999.62,17799999.24,40700000.76,46099998.47,26000000.00,29500000.00,38599998.47,24500000.00,,,,,,74599998.47,88900001.53,,464899994.90,Africa
ST.INT.XPND.CD,Guyana,GUY,77000000.00,62000000.00,44000000.00,30000000.00,,,,,,,,,,,,,,,,,,213000000.00,South America
ST.INT.XPND.CD,Haiti,HTI,173000000.00,168000000.00,172000000.00,202000000.00,206000000.00,174000000.00,239000000.00,331000000.00,383000000.00,427000000.00,431000000.00,458000000.00,473000000.00,418000000.00,475000000.00,503000000.00,503000000.00,485000000.00,599000000.00,554000000.00,,7374000000.00,North America
ST.INT.XPND.CD,Honduras,HND,198000000.00,205000000.00,221000000.00,274000000.00,300000000.00,321000000.00,425000000.00,309000000.00,385000000.00,361000000.00,406000000.00,446000000.00,549000000.00,506000000.00,437000000.00,454000000.00,482000000.00,517000000.00,558000000.00,655000000.00,230000000.00,8239000000.00,North America
ST.INT.XPND.CD,"Hong Kong SAR, China",HKG,12502000000.00,12317000000.00,12418000000.00,11447000000.00,13270000000.00,13305000000.00,14044000000.00,15042000000.00,16095000000.00,15547000000.00,17357000000.00,19022000000.00,20077000000.00,21215000000.00,22011000000.00,23059000000.00,24141000000.00,25388000000.00,26498000000.00,,,335000000000.00,Null
ST.INT.XPND.CD,Hungary,HUN,1722000000.00,1887000000.00,2211000000.00,2700000000.00,2482000000.00,2721000000.00,2319000000.00,3088000000.00,3857000000.00,3251000000.00,2897000000.00,3048000000.00,2457000000.00,2526000000.00,2712000000.00,2456000000.00,2738000000.00,3049000000.00,3239000000.00,3352000000.00,1334000000.00,56046000000.00,Europe
ST.INT.XPND.CD,Iceland,ISL,,,373000000.00,524000000.00,699000000.00,991000000.00,1084000000.00,1336000000.00,,,,,,,,,,,,,,5007000000.00,Europe
ST.INT.XPND.CD,India,IND,3686000000.00,4367000000.00,4350000000.00,4385000000.00,5783000000.00,8277000000.00,8738000000.00,10690000000.00,12083000000.00,,,,14107000000.00,13884000000.00,17492000000.00,17686000000.00,19184000000.00,21856000000.00,25790000000.00,28595000000.00,15777000000.00,237000000000.00,Asia
ST.INT.XPND.CD,Indonesia,IDN,,,5042000000.00,4427000000.00,4569000000.00,4740000000.00,5458000000.00,6578000000.00,8801000000.00,6908000000.00,8432000000.00,8653000000.00,9055000000.00,10280000000.00,10263000000.00,9800000000.00,9932000000.00,10945000000.00,13171000000.00,14449000000.00,1980000000.00,153000000000.00,Asia
ST.INT.XPND.CD,Iran,IRN,671000000.00,714000000.00,3990000000.00,4120000000.00,4402000000.00,4112000000.00,5066000000.00,7335000000.00,8270000000.00,8503000000.00,10570000000.00,10555000000.00,8435000000.00,9464000000.00,10130000000.00,9658000000.00,11142000000.00,12568000000.00,9271000000.00,,,139000000000.00,Asia
ST.INT.XPND.CD,Iraq,IRQ,,,,,,627000000.00,526000000.00,705000000.00,813000000.00,1221000000.00,1675000000.00,1879000000.00,2363000000.00,4835000000.00,6115000000.00,7934000000.00,7647000000.00,8093000000.00,7855000000.00,10925000000.00,4172000000.00,67385000000.00,Asia
ST.INT.XPND.CD,Ireland,IRL,2626000000.00,2956000000.00,3835000000.00,4832000000.00,5291000000.00,6185000000.00,6981000000.00,8784000000.00,10543000000.00,7940000000.00,7176000000.00,6842000000.00,5895000000.00,6198000000.00,6412000000.00,5704000000.00,6234000000.00,6616000000.00,7541000000.00,8156000000.00,2334000000.00,129000000000.00,Europe
ST.INT.XPND.CD,Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,0.00,Null
ST.INT.XPND.CD,Israel,ISR,3733000000.00,3887000000.00,3322000000.00,3341000000.00,3663000000.00,4146000000.00,4286000000.00,4921000000.00,4967000000.00,4500000000.00,4683000000.00,4874000000.00,5008000000.00,5757000000.00,6534000000.00,7506000000.00,8210000000.00,8985000000.00,9975000000.00,10389000000.00,2175000000.00,115000000000.00,Asia
ST.INT.XPND.CD,Italy,ITA,18170000000.00,17002000000.00,19652000000.00,23748000000.00,24076000000.00,26764000000.00,27449000000.00,32748000000.00,,,,,,,,30312000000.00,30584000000.00,34819000000.00,37644000000.00,37908000000.00,12965000000.00,374000000000.00,Europe
ST.INT.XPND.CD,Jamaica,JAM,238000000.00,227000000.00,274000000.00,269000000.00,318000000.00,290000000.00,315000000.00,340000000.00,312000000.00,259000000.00,235000000.00,213000000.00,418000000.00,392000000.00,457000000.00,413000000.00,413000000.00,455000000.00,505000000.00,508000000.00,291000000.00,7142000000.00,North America
ST.INT.XPND.CD,Japan,JPN,42643000000.00,35526000000.00,34977000000.00,36505000000.00,48175000000.00,48096000000.00,37655000000.00,37258000000.00,38971000000.00,34787000000.00,39306000000.00,39760000000.00,40967000000.00,32244000000.00,28609000000.00,23252000000.00,25968000000.00,25774000000.00,28097000000.00,29146000000.00,6741000000.00,714000000000.00,Asia
ST.INT.XPND.CD,Jordan,JOR,387000000.00,420000000.00,504000000.00,503000000.00,585000000.00,653000000.00,956000000.00,1024000000.00,1140000000.00,1202000000.00,1736000000.00,1280000000.00,1257000000.00,1206000000.00,1251000000.00,1267000000.00,1367000000.00,1496000000.00,1493000000.00,1569000000.00,408000000.00,21704000000.00,Asia
